consejeria;unidad;periodo_control;media_empleados;tipo_fila;causa;computable_indice;situaciones_ausencia;jornadas_ausencia;indica1;indica2;valor_resumen;pagina;pdf_origen
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Huelga legal;True;1.0;1.0;0.0;0.05;;2.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Lactancia acumulada;True;0.0;0.0;0.0;0.0;;2.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Lactancia (no acumulada);True;0.0;0.0;0.0;0.0;;2.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Matrimonio o pareja de hecho;True;1.0;2.0;0.01;0.09;;2.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;"Nacimiento de hijos o hijas prematuros u hospitalizados a
continuación del parto";True;0.0;0.0;0.0;0.0;;2.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Nacimiento para la madre biológica;True;0.0;0.0;0.0;0.0;;2.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Otras ausencias no contempladas;True;64.0;221.0;0.62;10.35;;2.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;"Permiso parental para el cuidado de hijo, hija o menor acogido por
tiempo superior a un año, hasta que el menor cumpla 8 años";True;0.0;0.0;0.0;0.0;;2.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Por razón de violencia de género sobre la mujer trabajadora;True;0.0;0.0;0.0;0.0;;2.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Práctica voluntaria de interrupción del embarazo;True;0.0;0.0;0.0;0.0;;2.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;"Progenitor diferente a la madre biológica por nacimiento, guarda con
fines de adopción, acogimiento o adopción";True;0.0;0.0;0.0;0.0;;2.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Realizar funciones sindicales o de representación de personal;True;32.0;131.0;0.37;6.14;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Salidas por motivos de trabajo;False;170.0;166.0;0.46;7.78;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Someterse a técnicas de fecundación o reproducción asistida;True;2.0;2.0;0.01;0.09;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Traslado de domicilio;True;8.0;7.0;0.02;0.33;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Vacaciones 2024;False;134.0;480.0;1.34;22.48;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Vacaciones 2025;False;654.0;4020.0;11.23;188.29;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Asistencia a cursos de perfeccionamiento profesional no retribuido;True;2.0;2.0;0.01;0.09;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;"Asistir a cursos de formación de centros oficiales de estudio para
empleados públicos u organizados en el marco de acuerdos de
formación continua";False;106.0;177.0;0.49;8.29;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;"Asistir a cursos selectivos o realizar períodos de prácticas cuando se
superen procesos selectivos";True;0.0;0.0;0.0;0.0;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;Concurrir a exámenes finales, pruebas definitivas y pruebas selectivas;True;76.0;64.0;0.18;3.0;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;"Cursos de perfeccionamiento profesional fuera del ámbito de la
Administración";True;6.0;7.0;0.02;0.33;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;"Realización de estudios sobre materias directamente relacionadas
con el puesto de trabajo";True;1.0;3.0;0.01;0.14;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;causa;TOTAL;False;1158.0;2135.0;5.97;100.0;;3.0;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;resumen;Importancia de las CAUSAS DE SALUD respecto al ABSENTISMO GENERAL;;;;;;54.09;;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
Consejería de Presidencia, Interior y Diálogo Social;;01/01/2025 AL 31/12/2025;358;resumen;Índice General de ABSENTISMO;;;;;;2.43;;Indice_absentismo01_01_2025-31_12_2025 (18).pdf
